epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
86,2396.2,0.69244,1.87669,0.39376,0.90461,0.96938,0.97662,0.98593,0.76736,0.91982,0.92589,0.91935,0.49028,0.76582,2.23266,0.38511,0.83946,0.000310278,0.000310278,0.000310278
87,2422.83,0.68552,1.86667,0.38624,0.90012,0.97707,0.9812,0.98365,0.76505,0.934,0.93715,0.92978,0.50573,0.75279,2.19497,0.37561,0.83723,0.00030649,0.00030649,0.00030649
88,2449.04,0.68962,1.84879,0.38824,0.90185,0.97158,0.97416,0.98468,0.76508,0.92388,0.92636,0.92258,0.48807,0.77737,2.26835,0.385,0.8405,0.00030269,0.00030269,0.00030269
89,2475.7,0.69364,1.82163,0.3917,0.89453,0.95469,0.9751,0.98491,0.76213,0.92414,0.91219,0.92506,0.49919,0.78208,2.24589,0.38699,0.84128,0.000298877,0.000298877,0.000298877
90,2502.52,0.69123,1.84234,0.39018,0.89914,0.97077,0.97277,0.98673,0.76956,0.91622,0.91821,0.91617,0.49337,0.7489,2.18751,0.38772,0.83583,0.000295052,0.000295052,0.000295052
91,2528.72,0.67652,1.81145,0.37834,0.89424,0.97042,0.97418,0.98611,0.77254,0.91918,0.91924,0.92008,0.4999,0.7539,2.17206,0.37637,0.83712,0.000291218,0.000291218,0.000291218
92,2555.89,0.68577,1.833,0.38506,0.8978,0.96439,0.97018,0.98037,0.76149,0.9209,0.91956,0.91717,0.49316,0.76784,2.24177,0.39012,0.84335,0.000287373,0.000287373,0.000287373
93,2583.08,0.68331,1.86394,0.38208,0.89684,0.97449,0.98079,0.98553,0.76959,0.92889,0.92636,0.92454,0.5097,0.75527,2.19358,0.37723,0.84195,0.00028352,0.00028352,0.00028352
94,2609.78,0.68085,1.81997,0.38204,0.89981,0.97046,0.97535,0.98457,0.76415,0.91747,0.92266,0.92009,0.49302,0.77504,2.21403,0.38692,0.84014,0.000279659,0.000279659,0.000279659
95,2635.92,0.68077,1.84792,0.38849,0.90013,0.97536,0.9778,0.98643,0.76887,0.92534,0.92739,0.91916,0.50555,0.76188,2.18433,0.37776,0.83549,0.000275792,0.000275792,0.000275792
96,2662.34,0.67466,1.80002,0.37169,0.8958,0.97912,0.98003,0.98549,0.77322,0.93069,0.93028,0.92599,0.51644,0.7642,2.14726,0.37461,0.8371,0.000271919,0.000271919,0.000271919
97,2692.72,0.67316,1.83856,0.37498,0.8971,0.97698,0.98151,0.98678,0.77443,0.93312,0.93781,0.93587,0.50124,0.75059,2.17228,0.37483,0.83462,0.000268041,0.000268041,0.000268041
98,2719.75,0.67974,1.82123,0.37691,0.89826,0.96862,0.98151,0.98325,0.77425,0.92241,0.93498,0.93084,0.51362,0.76025,2.183,0.37732,0.84051,0.000264159,0.000264159,0.000264159
99,2746.22,0.67047,1.85854,0.37783,0.89498,0.97181,0.97047,0.98525,0.76854,0.92519,0.92336,0.92143,0.49282,0.76077,2.27751,0.37817,0.84235,0.000260274,0.000260274,0.000260274
100,2772.61,0.67419,1.83026,0.37078,0.89499,0.95915,0.97119,0.98205,0.77502,0.91285,0.92386,0.92466,0.51036,0.75223,2.18232,0.37732,0.83888,0.000256388,0.000256388,0.000256388
101,2799.11,0.67682,1.80158,0.36829,0.90233,0.97365,0.97392,0.98373,0.77141,0.92019,0.9286,0.92688,0.50565,0.76228,2.19504,0.37671,0.83937,0.0002525,0.0002525,0.0002525
