epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,241.751,1.20137,1.14994,0.82039,0.96572,0.29972,0.52665,0.35973,1.11102,2.05647,0.79358,0.00120078,0.00120078,0.00120078
15,259.802,1.1527,1.19438,0.81894,0.96389,0.33059,0.53314,0.34216,1.21803,1.91148,0.79597,0.00120491,0.00120491,0.00120491
16,277.296,1.15497,1.03489,0.82506,0.91536,0.48712,0.547,0.35551,1.13878,1.4524,0.79438,0.0011719,0.0011719,0.0011719
17,294.534,1.10613,1.05655,0.81335,0.53108,0.56252,0.54899,0.389,0.9968,1.05511,0.78491,0.00113889,0.00113889,0.00113889
18,312.141,1.20827,1.13594,0.80401,0.50129,0.59091,0.55208,0.3811,1.04769,0.97135,0.78698,0.00110589,0.00110589,0.00110589
19,329.205,1.0975,1.07528,0.81695,0.53202,0.59091,0.57281,0.41421,0.9358,1.02768,0.78209,0.00107288,0.00107288,0.00107288
20,346.378,1.18701,1.04719,0.80686,0.56234,0.58769,0.60711,0.44851,0.96491,1.15399,0.78234,0.00103987,0.00103987,0.00103987
21,363.255,1.01703,0.97995,0.80682,0.58768,0.58356,0.62398,0.45984,0.92502,1.17271,0.78096,0.00100687,0.00100687,0.00100687
22,380.545,1.18804,1.05545,0.81246,0.58768,0.58356,0.62398,0.45984,0.92502,1.17271,0.78096,0.000973861,0.000973861,0.000973861
23,397.792,1.10132,1.0471,0.81253,0.55106,0.63861,0.66279,0.45765,1.0318,1.09175,0.78667,0.000940855,0.000940855,0.000940855
24,414.892,1.08498,1.01766,0.81281,0.60418,0.73374,0.67379,0.48029,1.01493,0.95425,0.78807,0.000907848,0.000907848,0.000907848
25,431.873,1.00968,0.92722,0.81823,0.62023,0.74708,0.69024,0.53922,0.82665,0.84144,0.78138,0.000874842,0.000874842,0.000874842
26,449.811,1.06781,0.99075,0.81261,0.63422,0.81818,0.7238,0.56317,0.8567,0.81575,0.78218,0.000841835,0.000841835,0.000841835
27,466.637,1.01387,0.93161,0.80134,0.65424,0.94651,0.7294,0.57269,0.83404,0.80218,0.78053,0.000808828,0.000808828,0.000808828
28,483.819,1.03374,0.93845,0.80843,0.66721,0.95898,0.74029,0.54674,0.97235,0.80897,0.7823,0.000775822,0.000775822,0.000775822
29,500.969,0.99228,0.87978,0.81375,0.6734,0.95016,0.74187,0.52419,1.07684,0.83865,0.78698,0.000742815,0.000742815,0.000742815
30,517.97,1.04396,0.8831,0.80942,0.6734,0.95016,0.74187,0.52419,1.07684,0.83865,0.78698,0.000709809,0.000709809,0.000709809
31,534.866,0.96058,0.84933,0.79977,0.68781,1,0.74267,0.55836,0.92066,0.81887,0.78229,0.000676802,0.000676802,0.000676802
32,551.77,1.05778,0.89628,0.81404,0.69324,0.99613,0.78438,0.63674,0.71592,0.77115,0.77563,0.000643795,0.000643795,0.000643795
33,568.761,0.98373,0.90303,0.81845,0.69235,1,0.82624,0.66908,0.79098,0.76657,0.77851,0.000610789,0.000610789,0.000610789
34,586.041,1.08427,0.85765,0.8101,0.80015,0.90159,0.87981,0.71493,0.79542,0.73935,0.77984,0.000577782,0.000577782,0.000577782
35,602.875,0.98589,0.86091,0.81117,0.86247,0.90909,0.91982,0.74853,0.77575,0.72017,0.77833,0.000544776,0.000544776,0.000544776
36,619.752,0.91235,0.82887,0.8074,0.90464,0.93657,0.93962,0.74348,0.84025,0.72592,0.78091,0.000511769,0.000511769,0.000511769
37,636.909,0.94246,0.83344,0.80342,0.90568,0.94416,0.93969,0.72957,0.90183,0.7297,0.78217,0.000478762,0.000478762,0.000478762
38,654.008,0.94511,0.79011,0.80586,0.90568,0.94416,0.93969,0.72957,0.90183,0.7297,0.78217,0.000445756,0.000445756,0.000445756
39,670.792,0.86194,0.75543,0.78699,0.90391,0.94447,0.94418,0.75183,0.8469,0.70986,0.77915,0.000412749,0.000412749,0.000412749
40,687.412,0.8552,0.76501,0.80226,0.92061,0.9456,0.94418,0.76217,0.75905,0.67962,0.77543,0.000379743,0.000379743,0.000379743
41,704.212,0.8754,0.80877,0.79152,0.94061,0.9441,0.94418,0.7594,0.75419,0.66631,0.77704,0.000346736,0.000346736,0.000346736
42,720.657,0.83058,0.72081,0.8014,0.94165,0.95455,0.94694,0.7756,0.74245,0.6588,0.77726,0.000313729,0.000313729,0.000313729
43,737.07,0.82159,0.78282,0.79593,0.9477,0.95455,0.94694,0.76776,0.76297,0.67374,0.77913,0.000280723,0.000280723,0.000280723
44,753.673,0.80637,0.73487,0.80124,0.93963,0.99332,0.95354,0.76803,0.7894,0.67001,0.78077,0.000247716,0.000247716,0.000247716
45,770.05,0.82171,0.7061,0.81851,0.94006,0.99396,0.95354,0.76152,0.80388,0.66561,0.78188,0.00021471,0.00021471,0.00021471
46,786.376,0.80173,0.72649,0.79398,0.94006,0.99396,0.95354,0.76152,0.80388,0.66561,0.78188,0.000181703,0.000181703,0.000181703
47,802.67,0.80298,0.76809,0.79831,0.94113,0.99388,0.95354,0.77013,0.79733,0.65746,0.78106,0.000148696,0.000148696,0.000148696
48,819.024,0.75222,0.69244,0.79792,0.94056,0.99464,0.95354,0.77364,0.77304,0.64597,0.77891,0.00011569,0.00011569,0.00011569
49,835.469,0.72391,0.68369,0.79669,0.93682,0.99473,0.95354,0.76068,0.74948,0.63677,0.77694,8.26832e-05,8.26832e-05,8.26832e-05
50,851.857,0.77904,0.71822,0.7941,0.9378,0.99454,0.95354,0.76287,0.74057,0.63168,0.77604,4.96766e-05,4.96766e-05,4.96766e-05
