epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,288.244,1.24651,2.37262,0.74689,1.00926,0.90929,1,0.9759,0.53631,0.78929,0.86806,0.76689,0.28276,1.42765,4.00967,0.95162,1.03795,0.000602092,0.000602092,0.000602092
58,291.41,1.20701,2.23172,0.73232,1.00473,0.90929,1,0.9759,0.53631,0.78929,0.86806,0.76689,0.28276,1.42765,4.00967,0.95162,1.03795,0.000597969,0.000597969,0.000597969
59,294.735,1.16011,2.17632,0.73446,1.00441,0.91105,1,0.97784,0.52635,0.7907,0.86806,0.77032,0.31719,1.48344,4.10843,0.92135,1.04806,0.000593846,0.000593846,0.000593846
60,297.92,1.16612,2.27942,0.7086,1.00425,0.91105,1,0.97784,0.52635,0.7907,0.86806,0.77032,0.31719,1.48344,4.10843,0.92135,1.04806,0.000589722,0.000589722,0.000589722
61,301.067,1.14323,2.1407,0.71706,0.99318,0.90651,1,0.97312,0.54787,0.76814,0.84722,0.74325,0.31838,1.46107,4.03005,0.85641,1.03513,0.000585599,0.000585599,0.000585599
62,304.343,1.14999,2.09675,0.70121,0.98659,0.90651,1,0.97312,0.54787,0.76814,0.84722,0.74325,0.31838,1.46107,4.03005,0.85641,1.03513,0.000581476,0.000581476,0.000581476
63,307.476,1.14303,2.1716,0.7045,0.99253,0.90135,0.99306,0.95562,0.52577,0.76927,0.84722,0.72733,0.31126,1.46421,4.0326,0.89868,1.04043,0.000577352,0.000577352,0.000577352
64,311.998,1.18347,2.2355,0.71867,1.00533,0.90135,0.99306,0.95562,0.52577,0.76927,0.84722,0.72733,0.31126,1.46421,4.0326,0.89868,1.04043,0.000573229,0.000573229,0.000573229
65,316.635,1.17911,2.24813,0.68749,1.0135,0.90017,0.99306,0.9724,0.55119,0.76195,0.84028,0.73282,0.32687,1.45712,4.11842,0.89948,1.04087,0.000569106,0.000569106,0.000569106
66,319.776,1.15161,2.10768,0.70528,0.98727,0.90017,0.99306,0.9724,0.55119,0.76195,0.84028,0.73282,0.32687,1.45712,4.11842,0.89948,1.04087,0.000564982,0.000564982,0.000564982
67,322.951,1.16867,2.21201,0.69716,0.99329,0.90116,0.99306,0.97434,0.56666,0.76266,0.84028,0.72378,0.34118,1.4142,4.05913,0.86024,1.02824,0.000560859,0.000560859,0.000560859
68,327.15,1.15786,2.23359,0.6985,1.00039,0.90116,0.99306,0.97434,0.56666,0.76266,0.84028,0.72378,0.34118,1.4142,4.05913,0.86024,1.02824,0.000556736,0.000556736,0.000556736
69,331.33,1.1373,2.25521,0.67575,1.00655,0.89255,1,0.97257,0.57563,0.79298,0.88889,0.78574,0.35453,1.36004,4.0487,0.79376,1.02569,0.000552612,0.000552612,0.000552612
70,335.895,1.19883,2.29617,0.72586,1.02274,0.89255,1,0.97257,0.57563,0.79298,0.88889,0.78574,0.35453,1.36004,4.0487,0.79376,1.02569,0.000548489,0.000548489,0.000548489
71,341.685,1.1462,2.08563,0.67435,0.9778,0.90759,1,0.96662,0.58927,0.80693,0.88889,0.78481,0.34688,1.38261,3.98152,0.81623,1.0276,0.000544365,0.000544365,0.000544365
72,345.836,1.147,2.36626,0.68776,0.99114,0.90759,1,0.96662,0.58927,0.80693,0.88889,0.78481,0.34688,1.38261,3.98152,0.81623,1.0276,0.000540242,0.000540242,0.000540242
73,351.428,1.18753,2.25198,0.7181,0.99361,0.90815,1,0.96046,0.59273,0.76941,0.84722,0.70829,0.32868,1.34248,3.84892,0.81466,1.0233,0.000536119,0.000536119,0.000536119
74,354.74,1.17549,2.23297,0.67547,0.99559,0.90815,1,0.96046,0.59273,0.76941,0.84722,0.70829,0.32868,1.34248,3.84892,0.81466,1.0233,0.000531995,0.000531995,0.000531995
75,357.937,1.1612,2.27244,0.66445,0.98088,0.91279,1,0.97156,0.57086,0.7542,0.82639,0.69169,0.3311,1.38022,3.81699,0.81627,1.02466,0.000527872,0.000527872,0.000527872
76,361.456,1.11453,2.20694,0.69052,0.96443,0.91279,1,0.97156,0.57086,0.7542,0.82639,0.69169,0.3311,1.38022,3.81699,0.81627,1.02466,0.000523749,0.000523749,0.000523749
77,364.673,1.19922,2.1937,0.70209,0.98159,0.89586,1,0.97629,0.56603,0.77691,0.86806,0.7829,0.35583,1.40412,3.84761,0.8193,1.0377,0.000519625,0.000519625,0.000519625
78,367.856,1.12698,2.17289,0.66827,0.98732,0.89586,1,0.97629,0.56603,0.77691,0.86806,0.7829,0.35583,1.40412,3.84761,0.8193,1.0377,0.000515502,0.000515502,0.000515502
79,371.252,1.13981,2.25089,0.67844,0.9867,0.90522,1,0.97778,0.54256,0.77941,0.86111,0.77224,0.32812,1.42299,3.80122,0.8547,1.04464,0.000511379,0.000511379,0.000511379
80,374.469,1.12471,2.14985,0.68042,0.99197,0.90522,1,0.97778,0.54256,0.77941,0.86111,0.77224,0.32812,1.42299,3.80122,0.8547,1.04464,0.000507255,0.000507255,0.000507255
81,377.818,1.11914,2.05695,0.67574,0.98808,0.91077,1,0.97354,0.54618,0.8096,0.88889,0.81867,0.2937,1.39206,3.88518,0.86459,1.04936,0.000503132,0.000503132,0.000503132
82,381.113,1.1579,2.16109,0.68272,1.0031,0.91077,1,0.97354,0.54618,0.8096,0.88889,0.81867,0.2937,1.39206,3.88518,0.86459,1.04936,0.000499009,0.000499009,0.000499009
83,384.795,1.12976,2.30316,0.6952,1.0223,0.90893,1,0.9779,0.5856,0.80157,0.88194,0.80495,0.31169,1.38076,4.01338,0.83069,1.04277,0.000494885,0.000494885,0.000494885
84,388.048,1.10878,2.19123,0.68354,0.99018,0.90893,1,0.9779,0.5856,0.80157,0.88194,0.80495,0.31169,1.38076,4.01338,0.83069,1.04277,0.000490762,0.000490762,0.000490762
85,391.299,1.09559,2.20568,0.66826,0.98333,0.91357,1,0.97804,0.55943,0.78183,0.85417,0.75716,0.30733,1.3525,3.99583,0.79744,1.03022,0.000486639,0.000486639,0.000486639
86,394.758,1.13487,2.09938,0.68834,0.9665,0.91357,1,0.97804,0.55943,0.78183,0.85417,0.75716,0.30733,1.3525,3.99583,0.79744,1.03022,0.000482515,0.000482515,0.000482515
87,398.58,1.10699,2.14754,0.65848,0.97441,0.914,1,0.97225,0.55872,0.75696,0.82639,0.70176,0.30816,1.29724,3.90835,0.79778,1.01264,0.000478392,0.000478392,0.000478392
88,402.867,1.12045,2.06785,0.66242,0.98559,0.914,1,0.97225,0.55872,0.75696,0.82639,0.70176,0.30816,1.29724,3.90835,0.79778,1.01264,0.000474269,0.000474269,0.000474269
89,407.343,1.07191,2.19524,0.65304,0.97046,0.90967,1,0.97349,0.56162,0.75151,0.82639,0.69645,0.34262,1.30331,3.8857,0.8211,1.00459,0.000470145,0.000470145,0.000470145
90,410.605,1.11134,2.1427,0.66301,0.99428,0.90967,1,0.97349,0.56162,0.75151,0.82639,0.69645,0.34262,1.30331,3.8857,0.8211,1.00459,0.000466022,0.000466022,0.000466022
91,414.02,1.11359,2.17297,0.64919,0.99593,0.91049,1,0.97132,0.57031,0.81599,0.89583,0.80045,0.34669,1.32376,3.88582,0.78946,1.00326,0.000461898,0.000461898,0.000461898
