epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,2629.75,0.73024,2.17802,0.44513,0.89517,0.94444,0.94259,0.97092,0.73992,0.88793,0.885,0.90969,0.46044,0.84116,2.32022,0.48101,0.86808,0.000438325,0.000438325,0.000438325
41,2693.6,0.73428,2.22834,0.46016,0.90307,0.93476,0.9347,0.96439,0.74124,0.89798,0.89745,0.92644,0.46785,0.84075,2.38908,0.50152,0.86742,0.000431256,0.000431256,0.000431256
42,2756.58,0.71989,2.19011,0.45035,0.89618,0.9448,0.95435,0.97299,0.74709,0.89744,0.90819,0.92268,0.48228,0.8136,2.28944,0.46698,0.86102,0.000424187,0.000424187,0.000424187
43,2822.76,0.70991,2.15111,0.43803,0.89044,0.94154,0.9388,0.96902,0.74141,0.87748,0.88939,0.903,0.4499,0.83842,2.33924,0.49291,0.86555,0.000417119,0.000417119,0.000417119
44,2886.82,0.70727,2.18591,0.43525,0.89762,0.94099,0.95311,0.96811,0.74198,0.89223,0.9114,0.9166,0.46295,0.84025,2.35585,0.4838,0.87175,0.00041005,0.00041005,0.00041005
45,2950.25,0.71667,2.15319,0.43672,0.8972,0.94116,0.94901,0.9707,0.74651,0.90382,0.91176,0.92501,0.47962,0.81301,2.28556,0.46463,0.85917,0.000402982,0.000402982,0.000402982
46,3012.55,0.70272,2.10333,0.42621,0.89225,0.94647,0.93979,0.97045,0.74195,0.90737,0.89594,0.92198,0.46167,0.85293,2.34315,0.48869,0.87294,0.000395913,0.000395913,0.000395913
47,3075.51,0.69805,2.07776,0.42196,0.8837,0.95174,0.96464,0.98105,0.7604,0.90882,0.92139,0.93326,0.4783,0.78943,2.29786,0.43524,0.85311,0.000388844,0.000388844,0.000388844
48,3143.84,0.70742,2.0995,0.42772,0.88731,0.9626,0.96518,0.97849,0.75698,0.91373,0.91716,0.91961,0.47446,0.80671,2.3245,0.44917,0.85484,0.000381776,0.000381776,0.000381776
49,3207.9,0.70325,2.12702,0.42913,0.89073,0.9518,0.95042,0.97022,0.74964,0.90397,0.90418,0.91042,0.46407,0.82211,2.33633,0.47583,0.8621,0.000374707,0.000374707,0.000374707
50,3270.95,0.70576,2.10859,0.4238,0.89187,0.93548,0.95932,0.97458,0.76101,0.89578,0.91769,0.92901,0.47682,0.79324,2.29181,0.45226,0.85479,0.000367639,0.000367639,0.000367639
51,3334.33,0.71462,2.09065,0.4263,0.89307,0.95947,0.95465,0.97531,0.75516,0.92286,0.92229,0.94137,0.49954,0.80457,2.2872,0.45265,0.85731,0.00036057,0.00036057,0.00036057
52,3400.68,0.69829,2.0421,0.41673,0.89203,0.96087,0.94682,0.97825,0.75839,0.90382,0.89671,0.91748,0.47744,0.80995,2.34029,0.44996,0.85679,0.000353501,0.000353501,0.000353501
53,3463.71,0.68638,1.99739,0.40713,0.88693,0.95114,0.95014,0.97427,0.75512,0.90166,0.90189,0.91962,0.47191,0.81949,2.3094,0.45597,0.86331,0.000346433,0.000346433,0.000346433
54,3526.59,0.68367,2.02765,0.41274,0.88854,0.96054,0.96456,0.97795,0.75603,0.91245,0.9156,0.91375,0.4709,0.81535,2.23208,0.45378,0.85759,0.000339364,0.000339364,0.000339364
55,3589.36,0.67809,2.02336,0.40973,0.88222,0.96221,0.96052,0.97338,0.74519,0.91278,0.89506,0.90277,0.46233,0.85033,2.33599,0.46935,0.87266,0.000332296,0.000332296,0.000332296
56,3652.36,0.69308,2.04041,0.42226,0.88801,0.95241,0.96933,0.98024,0.76549,0.8956,0.91328,0.90878,0.46497,0.79997,2.29687,0.43742,0.85524,0.000325227,0.000325227,0.000325227
57,3716.32,0.68093,2.00869,0.40319,0.88578,0.9448,0.96619,0.97896,0.75945,0.90816,0.92808,0.93924,0.50012,0.79773,2.2708,0.44024,0.8539,0.000318158,0.000318158,0.000318158
58,3783.1,0.69238,2.00475,0.3994,0.8854,0.95967,0.9572,0.97909,0.763,0.92361,0.92186,0.93804,0.50529,0.79062,2.23982,0.45506,0.85387,0.00031109,0.00031109,0.00031109
59,3849.41,0.65899,1.925,0.38923,0.87559,0.96215,0.95482,0.97585,0.75994,0.92293,0.91577,0.92828,0.47508,0.80663,2.37159,0.42508,0.85904,0.000304021,0.000304021,0.000304021
60,3912.23,0.67106,1.96909,0.39668,0.87674,0.9519,0.96821,0.98131,0.77001,0.90434,0.9208,0.9223,0.48198,0.79008,2.29921,0.42204,0.85038,0.000296953,0.000296953,0.000296953
61,3975.34,0.66392,1.93861,0.39173,0.88176,0.97645,0.96568,0.9825,0.76992,0.94448,0.93512,0.94715,0.49912,0.78954,2.27501,0.42846,0.8513,0.000289884,0.000289884,0.000289884
62,4041.71,0.66378,1.91777,0.38977,0.87771,0.9677,0.96404,0.98179,0.7752,0.91855,0.91649,0.92457,0.49198,0.77429,2.31351,0.41916,0.84964,0.000282815,0.000282815,0.000282815
63,4104.51,0.66388,1.88959,0.3835,0.87223,0.9571,0.96907,0.98252,0.77297,0.91365,0.92331,0.92897,0.49448,0.76908,2.23701,0.4254,0.84745,0.000275747,0.000275747,0.000275747
64,4167.14,0.65987,1.92803,0.39225,0.87753,0.97919,0.97302,0.98482,0.77291,0.92474,0.91898,0.92412,0.49202,0.78222,2.29509,0.41052,0.84997,0.000268678,0.000268678,0.000268678
65,4229.32,0.6623,1.89198,0.38962,0.87771,0.96453,0.95581,0.97811,0.75733,0.92506,0.91351,0.93204,0.47798,0.80839,2.39763,0.44187,0.86409,0.00026161,0.00026161,0.00026161
66,4292.56,0.6598,1.8895,0.38814,0.88018,0.95555,0.96876,0.98134,0.76817,0.9113,0.92794,0.93653,0.49507,0.78019,2.2637,0.41627,0.8474,0.000254541,0.000254541,0.000254541
67,4356.28,0.65229,1.81889,0.37927,0.87391,0.96091,0.97194,0.98294,0.77153,0.91111,0.9262,0.9221,0.48881,0.78852,2.29203,0.41421,0.84756,0.000247472,0.000247472,0.000247472
68,4419.69,0.65413,1.8619,0.37191,0.86902,0.96897,0.97587,0.98456,0.76962,0.93427,0.93256,0.94212,0.50266,0.77231,2.2797,0.40665,0.84594,0.000240404,0.000240404,0.000240404
69,4486.62,0.65453,1.85676,0.37617,0.87652,0.9628,0.97623,0.98214,0.77443,0.92439,0.93834,0.93523,0.49847,0.77284,2.32406,0.41157,0.8471,0.000233335,0.000233335,0.000233335
70,4549.75,0.65587,1.84278,0.37593,0.8736,0.96969,0.97678,0.98669,0.77542,0.92866,0.9368,0.94388,0.49537,0.78123,2.28402,0.40963,0.84619,0.000226267,0.000226267,0.000226267
71,4613.13,0.65302,1.81606,0.37545,0.87239,0.96132,0.97381,0.9825,0.77296,0.91622,0.92783,0.92905,0.48774,0.78467,2.34613,0.40995,0.85001,0.000219198,0.000219198,0.000219198
72,4676.67,0.64562,1.78824,0.37103,0.87133,0.96777,0.96975,0.98269,0.77586,0.91689,0.91941,0.92597,0.49676,0.79272,2.24946,0.42294,0.85018,0.000212129,0.000212129,0.000212129
73,4739.95,0.65115,1.84089,0.37112,0.87296,0.961,0.97616,0.9837,0.77448,0.91108,0.92585,0.9246,0.4931,0.79045,2.35009,0.42667,0.85293,0.000205061,0.000205061,0.000205061
74,4804.3,0.63675,1.78601,0.36907,0.86995,0.96413,0.96625,0.9819,0.77239,0.91143,0.91903,0.92363,0.49712,0.77095,2.38634,0.40941,0.84634,0.000197992,0.000197992,0.000197992
