epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,44653.9,0.91284,0.70784,1.00769,0.90541,0.91745,0.91051,0.65058,1.00306,0.62094,1.0925,0.000189955,0.000189955,0.000189955
181,44997,0.92992,0.70708,1.01755,0.90327,0.91856,0.9156,0.65754,0.99727,0.61883,1.08951,0.000181703,0.000181703,0.000181703
182,45198,0.90833,0.69563,1.01217,0.89714,0.92054,0.91438,0.65095,1.00648,0.62925,1.10408,0.000173451,0.000173451,0.000173451
183,45468.1,0.91358,0.66091,1.0039,0.93276,0.92375,0.93183,0.66476,1.00606,0.59417,1.1024,0.0001652,0.0001652,0.0001652
184,45727,0.89838,0.70188,1.02528,0.86726,0.92106,0.90851,0.65581,1.00758,0.63326,1.12167,0.000156948,0.000156948,0.000156948
185,45970.7,0.94385,0.70523,1.02237,0.90942,0.93461,0.92277,0.66687,1.01064,0.59383,1.11434,0.000148696,0.000148696,0.000148696
186,46190,0.89962,0.66272,0.98761,0.92493,0.92845,0.92376,0.66388,0.99985,0.6036,1.1054,0.000140445,0.000140445,0.000140445
187,46388.1,0.90115,0.68157,1.01721,0.91847,0.9175,0.91986,0.66004,1.01022,0.60648,1.12191,0.000132193,0.000132193,0.000132193
188,46649.7,0.91077,0.66411,1.01262,0.9283,0.93708,0.92922,0.67118,0.99888,0.5921,1.1009,0.000123941,0.000123941,0.000123941
189,46896.3,0.91203,0.68841,1.01869,0.91924,0.92819,0.93262,0.67346,1.01323,0.58889,1.11484,0.00011569,0.00011569,0.00011569
190,47141.7,0.91414,0.65579,0.993,0.93791,0.93771,0.93418,0.6674,1.01022,0.59281,1.09893,0.000107438,0.000107438,0.000107438
191,47519.9,0.89963,0.58192,0.94686,0.9214,0.91181,0.92877,0.66809,1.01252,0.60718,1.09294,9.91865e-05,9.91865e-05,9.91865e-05
192,47803.5,0.89636,0.56995,0.93916,0.90613,0.93825,0.92956,0.66581,1.00865,0.59388,1.0918,9.09349e-05,9.09349e-05,9.09349e-05
193,48134.2,0.89206,0.53224,0.94062,0.92843,0.93436,0.93269,0.66839,1.01339,0.5856,1.10944,8.26832e-05,8.26832e-05,8.26832e-05
194,48442.1,0.9128,0.55397,0.95151,0.93332,0.9275,0.93857,0.67488,1.00624,0.58138,1.10459,7.44316e-05,7.44316e-05,7.44316e-05
195,48723.5,0.88052,0.5295,0.93733,0.90763,0.9386,0.93091,0.67045,1.01472,0.58561,1.11584,6.61799e-05,6.61799e-05,6.61799e-05
196,48929.4,0.89507,0.54781,0.93662,0.92258,0.92045,0.93099,0.67333,1.00568,0.58934,1.10988,5.79283e-05,5.79283e-05,5.79283e-05
197,49138,0.87325,0.52658,0.94229,0.9088,0.9335,0.93153,0.67556,1.01249,0.58653,1.11332,4.96766e-05,4.96766e-05,4.96766e-05
198,49385,0.87295,0.52063,0.94287,0.93383,0.91648,0.93001,0.67465,1.01169,0.59345,1.12133,4.1425e-05,4.1425e-05,4.1425e-05
199,49658.2,0.89855,0.53334,0.94609,0.92926,0.92468,0.92814,0.67523,1.00495,0.58863,1.10898,3.31733e-05,3.31733e-05,3.31733e-05
200,49897.4,0.86707,0.53513,0.92456,0.93032,0.92561,0.92887,0.6723,1.00751,0.5838,1.11106,2.49217e-05,2.49217e-05,2.49217e-05
